,DATE,PLANT_NAME,MATERIAL_NAME,TOTAL_UNRESTRICTED_STOCK
1260,2024/03/31,CHINA-WAREHOUSE,MAT-0159,236000
1261,2024/03/31,CHINA-WAREHOUSE,MAT-0160,100
1262,2024/03/31,CHINA-WAREHOUSE,MAT-0161,99000
1263,2024/03/31,CHINA-WAREHOUSE,MAT-0162,24750
1264,2024/03/31,CHINA-WAREHOUSE,MAT-0163,95925
1265,2024/03/31,CHINA-WAREHOUSE,MAT-0164,37125
1266,2024/03/31,CHINA-WAREHOUSE,MAT-0174,20875
1267,2024/03/31,CHINA-WAREHOUSE,MAT-0175,23350
1268,2024/03/31,CHINA-WAREHOUSE,MAT-0176,229275
1269,2024/03/31,CHINA-WAREHOUSE,MAT-0177,2450
1270,2024/03/31,CHINA-WAREHOUSE,MAT-0178,76925
1271,2024/03/31,CHINA-WAREHOUSE,MAT-0179,22150
1272,2024/03/31,CHINA-WAREHOUSE,MAT-0180,0
1273,2024/03/31,CHINA-WAREHOUSE,MAT-0194,75
1274,2024/03/31,CHINA-WAREHOUSE,MAT-0195,606450
1275,2024/03/31,CHINA-WAREHOUSE,MAT-0196,399750
1276,2024/03/31,CHINA-WAREHOUSE,MAT-0197,5475
1277,2024/03/31,CHINA-WAREHOUSE,MAT-0198,690450
1278,2024/03/31,CHINA-WAREHOUSE,MAT-0199,14600
1279,2024/03/31,CHINA-WAREHOUSE,MAT-0201,523100
1280,2024/03/31,CHINA-WAREHOUSE,MAT-0202,146875
1281,2024/03/31,CHINA-WAREHOUSE,MAT-0204,10200
1282,2024/03/31,CHINA-WAREHOUSE,MAT-0206,378575
1283,2024/03/31,CHINA-WAREHOUSE,MAT-0207,41250
1284,2024/03/31,CHINA-WAREHOUSE,MAT-0214,5000
1285,2024/03/31,CHINA-WAREHOUSE,MAT-0215,106725
1286,2024/03/31,CHINA-WAREHOUSE,MAT-0216,18520
1287,2024/03/31,CHINA-WAREHOUSE,MAT-0217,153300
1288,2024/03/31,CHINA-WAREHOUSE,MAT-0218,11750
1289,2024/03/31,CHINA-WAREHOUSE,MAT-0229,122050
1290,2024/03/31,CHINA-WAREHOUSE,MAT-0233,27325
1291,2024/03/31,CHINA-WAREHOUSE,MAT-0234,715925
1292,2024/03/31,CHINA-WAREHOUSE,MAT-0235,300
1293,2024/03/31,CHINA-WAREHOUSE,MAT-0236,91650
1294,2024/03/31,CHINA-WAREHOUSE,MAT-0237,598950
1295,2024/03/31,CHINA-WAREHOUSE,MAT-0250,9875
1296,2024/03/31,CHINA-WAREHOUSE,MAT-0256,98850
1297,2024/03/31,CHINA-WAREHOUSE,MAT-0257,4775
1298,2024/03/31,CHINA-WAREHOUSE,MAT-0258,11550
1299,2024/03/31,CHINA-WAREHOUSE,MAT-0259,328750
1300,2024/03/31,CHINA-WAREHOUSE,MAT-0260,2400
1301,2024/03/31,CHINA-WAREHOUSE,MAT-0261,535050
1302,2024/03/31,CHINA-WAREHOUSE,MAT-0262,49500
1303,2024/03/31,CHINA-WAREHOUSE,MAT-0264,609550
1304,2024/03/31,CHINA-WAREHOUSE,MAT-0265,1288750
1305,2024/03/31,CHINA-WAREHOUSE,MAT-0266,121600
1306,2024/03/31,CHINA-WAREHOUSE,MAT-0267,9400
1307,2024/03/31,CHINA-WAREHOUSE,MAT-0268,538650
1308,2024/03/31,CHINA-WAREHOUSE,MAT-0270,451250
1309,2024/03/31,CHINA-WAREHOUSE,MAT-0271,600
1310,2024/03/31,CHINA-WAREHOUSE,MAT-0276,416425
1311,2024/03/31,CHINA-WAREHOUSE,MAT-0277,51900
1312,2024/03/31,CHINA-WAREHOUSE,MAT-0281,264025
1313,2024/03/31,CHINA-WAREHOUSE,MAT-0283,6013
1314,2024/03/31,CHINA-WAREHOUSE,MAT-0295,108850
1315,2024/03/31,CHINA-WAREHOUSE,MAT-0312,32225
1316,2024/03/31,CHINA-WAREHOUSE,MAT-0313,2250
1317,2024/03/31,CHINA-WAREHOUSE,MAT-0314,1121000
1318,2024/03/31,CHINA-WAREHOUSE,MAT-0316,917225
1319,2024/03/31,CHINA-WAREHOUSE,MAT-0317,458900
1320,2024/03/31,CHINA-WAREHOUSE,MAT-0318,718525
1321,2024/03/31,CHINA-WAREHOUSE,MAT-0319,1212450
1322,2024/03/31,CHINA-WAREHOUSE,MAT-0320,725
1323,2024/03/31,CHINA-WAREHOUSE,MAT-0321,514600
1324,2024/03/31,CHINA-WAREHOUSE,MAT-0322,521525
1325,2024/03/31,CHINA-WAREHOUSE,MAT-0323,271750
1326,2024/03/31,CHINA-WAREHOUSE,MAT-0324,522225
1327,2024/03/31,CHINA-WAREHOUSE,MAT-0325,454850
1328,2024/03/31,CHINA-WAREHOUSE,MAT-0326,83475
1329,2024/03/31,CHINA-WAREHOUSE,MAT-0327,128325
1330,2024/03/31,CHINA-WAREHOUSE,MAT-0328,989450
1331,2024/03/31,CHINA-WAREHOUSE,MAT-0329,24300
1332,2024/03/31,CHINA-WAREHOUSE,MAT-0330,24275
1333,2024/03/31,CHINA-WAREHOUSE,MAT-0332,1432300
1334,2024/03/31,CHINA-WAREHOUSE,MAT-0333,353250
1335,2024/03/31,CHINA-WAREHOUSE,MAT-0334,49450
1336,2024/03/31,CHINA-WAREHOUSE,MAT-0338,10925
1337,2024/03/31,CHINA-WAREHOUSE,MAT-0340,361925
1338,2024/03/31,CHINA-WAREHOUSE,MAT-0350,1050
1339,2024/03/31,CHINA-WAREHOUSE,MAT-0351,176775
1340,2024/03/31,CHINA-WAREHOUSE,MAT-0352,17150
1341,2024/03/31,CHINA-WAREHOUSE,MAT-0353,703050
1342,2024/03/31,CHINA-WAREHOUSE,MAT-0354,28450
1343,2024/03/31,CHINA-WAREHOUSE,MAT-0356,59450
1344,2024/03/31,CHINA-WAREHOUSE,MAT-0357,71975
1345,2024/03/31,CHINA-WAREHOUSE,MAT-0358,1150
1346,2024/03/31,CHINA-WAREHOUSE,MAT-0362,3250
1347,2024/03/31,CHINA-WAREHOUSE,MAT-0373,2625
1348,2024/03/31,CHINA-WAREHOUSE,MAT-0374,49025
1349,2024/03/31,CHINA-WAREHOUSE,MAT-0375,101775
1350,2024/03/31,CHINA-WAREHOUSE,MAT-0376,2475
1351,2024/03/31,CHINA-WAREHOUSE,MAT-0377,152225
1352,2024/03/31,CHINA-WAREHOUSE,MAT-0378,318575
1353,2024/03/31,CHINA-WAREHOUSE,MAT-0379,525225
1354,2024/03/31,CHINA-WAREHOUSE,MAT-0380,125125
1355,2024/03/31,CHINA-WAREHOUSE,MAT-0381,49300
1356,2024/03/31,CHINA-WAREHOUSE,MAT-0382,1060250
1357,2024/03/31,CHINA-WAREHOUSE,MAT-0383,24750
1358,2024/03/31,CHINA-WAREHOUSE,MAT-0384,321525
1359,2024/03/31,CHINA-WAREHOUSE,MAT-0385,650
1360,2024/03/31,CHINA-WAREHOUSE,MAT-0386,614525
1361,2024/03/31,CHINA-WAREHOUSE,MAT-0387,20800
1362,2024/03/31,CHINA-WAREHOUSE,MAT-0388,198000
1363,2024/03/31,CHINA-WAREHOUSE,MAT-0389,925925
1364,2024/03/31,CHINA-WAREHOUSE,MAT-0390,470050
1365,2024/03/31,CHINA-WAREHOUSE,MAT-0391,24700
1366,2024/03/31,CHINA-WAREHOUSE,MAT-0392,22000
1367,2024/03/31,CHINA-WAREHOUSE,MAT-0396,106675
1368,2024/03/31,CHINA-WAREHOUSE,MAT-0397,25050
1369,2024/03/31,CHINA-WAREHOUSE,MAT-0398,116200
1370,2024/03/31,CHINA-WAREHOUSE,MAT-0413,552775
1371,2024/03/31,CHINA-WAREHOUSE,MAT-0415,1225
1372,2024/03/31,CHINA-WAREHOUSE,MAT-0416,547475
1373,2024/03/31,CHINA-WAREHOUSE,MAT-0428,508125
1374,2024/03/31,CHINA-WAREHOUSE,MAT-0429,850
1375,2024/03/31,CHINA-WAREHOUSE,MAT-0430,24750
1376,2024/04/30,CHINA-WAREHOUSE,MAT-0001,1328500
1377,2024/04/30,CHINA-WAREHOUSE,MAT-0002,149675
1378,2024/04/30,CHINA-WAREHOUSE,MAT-0003,39168
1379,2024/04/30,CHINA-WAREHOUSE,MAT-0004,74950
1380,2024/04/30,CHINA-WAREHOUSE,MAT-0007,814050
1381,2024/04/30,CHINA-WAREHOUSE,MAT-0008,0
1382,2024/04/30,CHINA-WAREHOUSE,MAT-0009,15600
1383,2024/04/30,CHINA-WAREHOUSE,MAT-0011,169450
1384,2024/04/30,CHINA-WAREHOUSE,MAT-0013,674025
1385,2024/04/30,CHINA-WAREHOUSE,MAT-0015,851625
1386,2024/04/30,CHINA-WAREHOUSE,MAT-0016,0
1387,2024/04/30,CHINA-WAREHOUSE,MAT-0017,20000
1388,2024/04/30,CHINA-WAREHOUSE,MAT-0032,494325
1389,2024/04/30,CHINA-WAREHOUSE,MAT-0035,943525
1390,2024/04/30,CHINA-WAREHOUSE,MAT-0036,196425
1391,2024/04/30,CHINA-WAREHOUSE,MAT-0037,23375
1392,2024/04/30,CHINA-WAREHOUSE,MAT-0042,96000
1393,2024/04/30,CHINA-WAREHOUSE,MAT-0046,861450
1394,2024/04/30,CHINA-WAREHOUSE,MAT-0047,467125
1395,2024/04/30,CHINA-WAREHOUSE,MAT-0049,552875
1396,2024/04/30,CHINA-WAREHOUSE,MAT-0050,224075
1397,2024/04/30,CHINA-WAREHOUSE,MAT-0052,8400
1398,2024/04/30,CHINA-WAREHOUSE,MAT-0053,264925
1399,2024/04/30,CHINA-WAREHOUSE,MAT-0054,29550
1400,2024/04/30,CHINA-WAREHOUSE,MAT-0055,346225
1401,2024/04/30,CHINA-WAREHOUSE,MAT-0056,900650
1402,2024/04/30,CHINA-WAREHOUSE,MAT-0057,16575
1403,2024/04/30,CHINA-WAREHOUSE,MAT-0064,250
1404,2024/04/30,CHINA-WAREHOUSE,MAT-0065,294800
1405,2024/04/30,CHINA-WAREHOUSE,MAT-0066,74100
1406,2024/04/30,CHINA-WAREHOUSE,MAT-0067,24750
1407,2024/04/30,CHINA-WAREHOUSE,MAT-0082,265700
1408,2024/04/30,CHINA-WAREHOUSE,MAT-0084,291325
1409,2024/04/30,CHINA-WAREHOUSE,MAT-0085,11725
1410,2024/04/30,CHINA-WAREHOUSE,MAT-0086,35750
1411,2024/04/30,CHINA-WAREHOUSE,MAT-0094,1800
1412,2024/04/30,CHINA-WAREHOUSE,MAT-0096,173125
1413,2024/04/30,CHINA-WAREHOUSE,MAT-0097,396525
1414,2024/04/30,CHINA-WAREHOUSE,MAT-0098,76725
1415,2024/04/30,CHINA-WAREHOUSE,MAT-0099,949175
1416,2024/04/30,CHINA-WAREHOUSE,MAT-0100,68400
1417,2024/04/30,CHINA-WAREHOUSE,MAT-0101,50500
1418,2024/04/30,CHINA-WAREHOUSE,MAT-0102,0
1419,2024/04/30,CHINA-WAREHOUSE,MAT-0103,2825
1420,2024/04/30,CHINA-WAREHOUSE,MAT-0104,21500
1421,2024/04/30,CHINA-WAREHOUSE,MAT-0105,48100
1422,2024/04/30,CHINA-WAREHOUSE,MAT-0106,78375
1423,2024/04/30,CHINA-WAREHOUSE,MAT-0107,36400
1424,2024/04/30,CHINA-WAREHOUSE,MAT-0111,335200
1425,2024/04/30,CHINA-WAREHOUSE,MAT-0112,422775
1426,2024/04/30,CHINA-WAREHOUSE,MAT-0113,151800
1427,2024/04/30,CHINA-WAREHOUSE,MAT-0114,93625
1428,2024/04/30,CHINA-WAREHOUSE,MAT-0115,20350
1429,2024/04/30,CHINA-WAREHOUSE,MAT-0116,6350
1430,2024/04/30,CHINA-WAREHOUSE,MAT-0117,0
1431,2024/04/30,CHINA-WAREHOUSE,MAT-0137,112400
1432,2024/04/30,CHINA-WAREHOUSE,MAT-0138,23725
1433,2024/04/30,CHINA-WAREHOUSE,MAT-0141,150850
1434,2024/04/30,CHINA-WAREHOUSE,MAT-0142,354450
1435,2024/04/30,CHINA-WAREHOUSE,MAT-0143,564725
1436,2024/04/30,CHINA-WAREHOUSE,MAT-0144,1467925
1437,2024/04/30,CHINA-WAREHOUSE,MAT-0145,1761725
1438,2024/04/30,CHINA-WAREHOUSE,MAT-0146,343350
1439,2024/04/30,CHINA-WAREHOUSE,MAT-0147,116725
1440,2024/04/30,CHINA-WAREHOUSE,MAT-0148,84300
1441,2024/04/30,CHINA-WAREHOUSE,MAT-0150,234525
1442,2024/04/30,CHINA-WAREHOUSE,MAT-0151,211875
1443,2024/04/30,CHINA-WAREHOUSE,MAT-0152,40950
1444,2024/04/30,CHINA-WAREHOUSE,MAT-0153,477850
1445,2024/04/30,CHINA-WAREHOUSE,MAT-0154,133250
1446,2024/04/30,CHINA-WAREHOUSE,MAT-0156,259025
1447,2024/04/30,CHINA-WAREHOUSE,MAT-0157,700
1448,2024/04/30,CHINA-WAREHOUSE,MAT-0158,185200
1449,2024/04/30,CHINA-WAREHOUSE,MAT-0159,235900
1450,2024/04/30,CHINA-WAREHOUSE,MAT-0160,0
1451,2024/04/30,CHINA-WAREHOUSE,MAT-0161,99000
1452,2024/04/30,CHINA-WAREHOUSE,MAT-0162,24750
1453,2024/04/30,CHINA-WAREHOUSE,MAT-0163,95925
1454,2024/04/30,CHINA-WAREHOUSE,MAT-0164,37125
1455,2024/04/30,CHINA-WAREHOUSE,MAT-0174,70375
1456,2024/04/30,CHINA-WAREHOUSE,MAT-0175,12225
1457,2024/04/30,CHINA-WAREHOUSE,MAT-0176,203775
1458,2024/04/30,CHINA-WAREHOUSE,MAT-0177,2450
1459,2024/04/30,CHINA-WAREHOUSE,MAT-0178,76925
1460,2024/04/30,CHINA-WAREHOUSE,MAT-0179,22025
1461,2024/04/30,CHINA-WAREHOUSE,MAT-0180,8000
1462,2024/04/30,CHINA-WAREHOUSE,MAT-0195,606450
1463,2024/04/30,CHINA-WAREHOUSE,MAT-0196,397175
1464,2024/04/30,CHINA-WAREHOUSE,MAT-0197,17225
1465,2024/04/30,CHINA-WAREHOUSE,MAT-0198,342525
1466,2024/04/30,CHINA-WAREHOUSE,MAT-0199,14550
1467,2024/04/30,CHINA-WAREHOUSE,MAT-0201,396125
1468,2024/04/30,CHINA-WAREHOUSE,MAT-0202,111125
1469,2024/04/30,CHINA-WAREHOUSE,MAT-0204,10200
1470,2024/04/30,CHINA-WAREHOUSE,MAT-0206,234575
1471,2024/04/30,CHINA-WAREHOUSE,MAT-0207,39250
1472,2024/04/30,CHINA-WAREHOUSE,MAT-0214,5000
1473,2024/04/30,CHINA-WAREHOUSE,MAT-0215,7700
1474,2024/04/30,CHINA-WAREHOUSE,MAT-0216,0
1475,2024/04/30,CHINA-WAREHOUSE,MAT-0217,153300
1476,2024/04/30,CHINA-WAREHOUSE,MAT-0218,750
1477,2024/04/30,CHINA-WAREHOUSE,MAT-0229,446075
1478,2024/04/30,CHINA-WAREHOUSE,MAT-0231,24750
1479,2024/04/30,CHINA-WAREHOUSE,MAT-0233,24225
1480,2024/04/30,CHINA-WAREHOUSE,MAT-0234,715600
1481,2024/04/30,CHINA-WAREHOUSE,MAT-0235,0
1482,2024/04/30,CHINA-WAREHOUSE,MAT-0236,66525
1483,2024/04/30,CHINA-WAREHOUSE,MAT-0237,598950
1484,2024/04/30,CHINA-WAREHOUSE,MAT-0250,250
1485,2024/04/30,CHINA-WAREHOUSE,MAT-0256,98850
1486,2024/04/30,CHINA-WAREHOUSE,MAT-0257,4775
1487,2024/04/30,CHINA-WAREHOUSE,MAT-0258,11450
1488,2024/04/30,CHINA-WAREHOUSE,MAT-0259,121000
1489,2024/04/30,CHINA-WAREHOUSE,MAT-0260,2400
1490,2024/04/30,CHINA-WAREHOUSE,MAT-0261,534950
1491,2024/04/30,CHINA-WAREHOUSE,MAT-0262,49500
1492,2024/04/30,CHINA-WAREHOUSE,MAT-0263,148425
1493,2024/04/30,CHINA-WAREHOUSE,MAT-0264,683525
1494,2024/04/30,CHINA-WAREHOUSE,MAT-0265,1839200
1495,2024/04/30,CHINA-WAREHOUSE,MAT-0266,22600
1496,2024/04/30,CHINA-WAREHOUSE,MAT-0267,553300
1497,2024/04/30,CHINA-WAREHOUSE,MAT-0268,333125
1498,2024/04/30,CHINA-WAREHOUSE,MAT-0270,659550
1499,2024/04/30,CHINA-WAREHOUSE,MAT-0271,600
1500,2024/04/30,CHINA-WAREHOUSE,MAT-0276,608850
1501,2024/04/30,CHINA-WAREHOUSE,MAT-0281,0
1502,2024/04/30,CHINA-WAREHOUSE,MAT-0283,7157
1503,2024/04/30,CHINA-WAREHOUSE,MAT-0284,60000
1504,2024/04/30,CHINA-WAREHOUSE,MAT-0295,108800
1505,2024/04/30,CHINA-WAREHOUSE,MAT-0296,24750
1506,2024/04/30,CHINA-WAREHOUSE,MAT-0312,32150
1507,2024/04/30,CHINA-WAREHOUSE,MAT-0313,2250
1508,2024/04/30,CHINA-WAREHOUSE,MAT-0314,786400
1509,2024/04/30,CHINA-WAREHOUSE,MAT-0316,987075
1510,2024/04/30,CHINA-WAREHOUSE,MAT-0317,408100
1511,2024/04/30,CHINA-WAREHOUSE,MAT-0318,347275
1512,2024/04/30,CHINA-WAREHOUSE,MAT-0319,989250
1513,2024/04/30,CHINA-WAREHOUSE,MAT-0320,725
1514,2024/04/30,CHINA-WAREHOUSE,MAT-0321,262750
1515,2024/04/30,CHINA-WAREHOUSE,MAT-0322,168150
1516,2024/04/30,CHINA-WAREHOUSE,MAT-0323,271750
1517,2024/04/30,CHINA-WAREHOUSE,MAT-0324,476950
1518,2024/04/30,CHINA-WAREHOUSE,MAT-0325,366600
1519,2024/04/30,CHINA-WAREHOUSE,MAT-0326,83475
1520,2024/04/30,CHINA-WAREHOUSE,MAT-0327,64950
1521,2024/04/30,CHINA-WAREHOUSE,MAT-0328,723950
1522,2024/04/30,CHINA-WAREHOUSE,MAT-0329,24300
1523,2024/04/30,CHINA-WAREHOUSE,MAT-0330,24275
1524,2024/04/30,CHINA-WAREHOUSE,MAT-0332,2271600
1525,2024/04/30,CHINA-WAREHOUSE,MAT-0333,0
1526,2024/04/30,CHINA-WAREHOUSE,MAT-0334,46075
1527,2024/04/30,CHINA-WAREHOUSE,MAT-0338,10625
1528,2024/04/30,CHINA-WAREHOUSE,MAT-0339,3000
1529,2024/04/30,CHINA-WAREHOUSE,MAT-0340,218725
1530,2024/04/30,CHINA-WAREHOUSE,MAT-0350,0
1531,2024/04/30,CHINA-WAREHOUSE,MAT-0351,176775
1532,2024/04/30,CHINA-WAREHOUSE,MAT-0352,17150
1533,2024/04/30,CHINA-WAREHOUSE,MAT-0353,665475
1534,2024/04/30,CHINA-WAREHOUSE,MAT-0354,475
1535,2024/04/30,CHINA-WAREHOUSE,MAT-0356,47825
1536,2024/04/30,CHINA-WAREHOUSE,MAT-0357,71875
1537,2024/04/30,CHINA-WAREHOUSE,MAT-0358,0
1538,2024/04/30,CHINA-WAREHOUSE,MAT-0362,3250
1539,2024/04/30,CHINA-WAREHOUSE,MAT-0373,2550
1540,2024/04/30,CHINA-WAREHOUSE,MAT-0374,50300
1541,2024/04/30,CHINA-WAREHOUSE,MAT-0375,101750
1542,2024/04/30,CHINA-WAREHOUSE,MAT-0376,2150
1543,2024/04/30,CHINA-WAREHOUSE,MAT-0377,152225
1544,2024/04/30,CHINA-WAREHOUSE,MAT-0378,238800
1545,2024/04/30,CHINA-WAREHOUSE,MAT-0379,1111900
1546,2024/04/30,CHINA-WAREHOUSE,MAT-0380,211750
1547,2024/04/30,CHINA-WAREHOUSE,MAT-0381,49300
1548,2024/04/30,CHINA-WAREHOUSE,MAT-0382,1095875
1549,2024/04/30,CHINA-WAREHOUSE,MAT-0383,20550
1550,2024/04/30,CHINA-WAREHOUSE,MAT-0384,370950
1551,2024/04/30,CHINA-WAREHOUSE,MAT-0385,650
1552,2024/04/30,CHINA-WAREHOUSE,MAT-0386,518050
1553,2024/04/30,CHINA-WAREHOUSE,MAT-0387,20800
1554,2024/04/30,CHINA-WAREHOUSE,MAT-0388,479700
1555,2024/04/30,CHINA-WAREHOUSE,MAT-0389,598125
1556,2024/04/30,CHINA-WAREHOUSE,MAT-0390,455700
1557,2024/04/30,CHINA-WAREHOUSE,MAT-0391,24700
1558,2024/04/30,CHINA-WAREHOUSE,MAT-0392,9000
1559,2024/04/30,CHINA-WAREHOUSE,MAT-0396,106650
1560,2024/04/30,CHINA-WAREHOUSE,MAT-0397,24800
1561,2024/04/30,CHINA-WAREHOUSE,MAT-0398,116200
1562,2024/04/30,CHINA-WAREHOUSE,MAT-0413,595100
1563,2024/04/30,CHINA-WAREHOUSE,MAT-0415,322425
1564,2024/04/30,CHINA-WAREHOUSE,MAT-0416,423700
1565,2024/04/30,CHINA-WAREHOUSE,MAT-0428,652425
1566,2024/04/30,CHINA-WAREHOUSE,MAT-0429,0
1567,2024/04/30,CHINA-WAREHOUSE,MAT-0430,24750
1568,2024/05/31,CHINA-WAREHOUSE,MAT-0001,1812525
1569,2024/05/31,CHINA-WAREHOUSE,MAT-0002,421900
1570,2024/05/31,CHINA-WAREHOUSE,MAT-0003,39168
1571,2024/05/31,CHINA-WAREHOUSE,MAT-0004,74950
1572,2024/05/31,CHINA-WAREHOUSE,MAT-0007,1024375
1573,2024/05/31,CHINA-WAREHOUSE,MAT-0008,0
1574,2024/05/31,CHINA-WAREHOUSE,MAT-0009,15600
1575,2024/05/31,CHINA-WAREHOUSE,MAT-0011,168850
1576,2024/05/31,CHINA-WAREHOUSE,MAT-0013,538900
1577,2024/05/31,CHINA-WAREHOUSE,MAT-0015,229350
1578,2024/05/31,CHINA-WAREHOUSE,MAT-0017,39975
1579,2024/05/31,CHINA-WAREHOUSE,MAT-0032,417650
1580,2024/05/31,CHINA-WAREHOUSE,MAT-0035,941475
1581,2024/05/31,CHINA-WAREHOUSE,MAT-0036,196425
1582,2024/05/31,CHINA-WAREHOUSE,MAT-0037,48125
1583,2024/05/31,CHINA-WAREHOUSE,MAT-0042,90475
1584,2024/05/31,CHINA-WAREHOUSE,MAT-0046,780825
1585,2024/05/31,CHINA-WAREHOUSE,MAT-0047,331925
1586,2024/05/31,CHINA-WAREHOUSE,MAT-0049,304675
1587,2024/05/31,CHINA-WAREHOUSE,MAT-0050,215750
1588,2024/05/31,CHINA-WAREHOUSE,MAT-0052,8400
1589,2024/05/31,CHINA-WAREHOUSE,MAT-0053,456050
1590,2024/05/31,CHINA-WAREHOUSE,MAT-0054,29550
1591,2024/05/31,CHINA-WAREHOUSE,MAT-0055,538525
1592,2024/05/31,CHINA-WAREHOUSE,MAT-0056,801550
1593,2024/05/31,CHINA-WAREHOUSE,MAT-0057,14700
1594,2024/05/31,CHINA-WAREHOUSE,MAT-0064,250
1595,2024/05/31,CHINA-WAREHOUSE,MAT-0065,269975
1596,2024/05/31,CHINA-WAREHOUSE,MAT-0066,74100
1597,2024/05/31,CHINA-WAREHOUSE,MAT-0067,24750
1598,2024/05/31,CHINA-WAREHOUSE,MAT-0068,24750
1599,2024/05/31,CHINA-WAREHOUSE,MAT-0082,355575
1600,2024/05/31,CHINA-WAREHOUSE,MAT-0084,118000
1601,2024/05/31,CHINA-WAREHOUSE,MAT-0085,159525
1602,2024/05/31,CHINA-WAREHOUSE,MAT-0086,127375
1603,2024/05/31,CHINA-WAREHOUSE,MAT-0094,1800
1604,2024/05/31,CHINA-WAREHOUSE,MAT-0096,173125
1605,2024/05/31,CHINA-WAREHOUSE,MAT-0097,293400
1606,2024/05/31,CHINA-WAREHOUSE,MAT-0098,2425
1607,2024/05/31,CHINA-WAREHOUSE,MAT-0099,814250
1608,2024/05/31,CHINA-WAREHOUSE,MAT-0100,68400
1609,2024/05/31,CHINA-WAREHOUSE,MAT-0101,41900
1610,2024/05/31,CHINA-WAREHOUSE,MAT-0103,2725
1611,2024/05/31,CHINA-WAREHOUSE,MAT-0104,18250
1612,2024/05/31,CHINA-WAREHOUSE,MAT-0105,16475
1613,2024/05/31,CHINA-WAREHOUSE,MAT-0106,78375
1614,2024/05/31,CHINA-WAREHOUSE,MAT-0107,36400
1615,2024/05/31,CHINA-WAREHOUSE,MAT-0111,458950
1616,2024/05/31,CHINA-WAREHOUSE,MAT-0112,86875
1617,2024/05/31,CHINA-WAREHOUSE,MAT-0113,3200
1618,2024/05/31,CHINA-WAREHOUSE,MAT-0114,78525
1619,2024/05/31,CHINA-WAREHOUSE,MAT-0115,14350
1620,2024/05/31,CHINA-WAREHOUSE,MAT-0116,201425
1621,2024/05/31,CHINA-WAREHOUSE,MAT-0137,285450
1622,2024/05/31,CHINA-WAREHOUSE,MAT-0138,23725
1623,2024/05/31,CHINA-WAREHOUSE,MAT-0141,150850
1624,2024/05/31,CHINA-WAREHOUSE,MAT-0142,472825
1625,2024/05/31,CHINA-WAREHOUSE,MAT-0143,780250
1626,2024/05/31,CHINA-WAREHOUSE,MAT-0144,1104575
1627,2024/05/31,CHINA-WAREHOUSE,MAT-0145,2718375
1628,2024/05/31,CHINA-WAREHOUSE,MAT-0146,169750
1629,2024/05/31,CHINA-WAREHOUSE,MAT-0147,77375
1630,2024/05/31,CHINA-WAREHOUSE,MAT-0148,78800
1631,2024/05/31,CHINA-WAREHOUSE,MAT-0150,217925
1632,2024/05/31,CHINA-WAREHOUSE,MAT-0151,114000
1633,2024/05/31,CHINA-WAREHOUSE,MAT-0152,40950
1634,2024/05/31,CHINA-WAREHOUSE,MAT-0153,797850
1635,2024/05/31,CHINA-WAREHOUSE,MAT-0154,122200
1636,2024/05/31,CHINA-WAREHOUSE,MAT-0156,110300
1637,2024/05/31,CHINA-WAREHOUSE,MAT-0157,700
1638,2024/05/31,CHINA-WAREHOUSE,MAT-0158,363500
1639,2024/05/31,CHINA-WAREHOUSE,MAT-0159,0
1640,2024/05/31,CHINA-WAREHOUSE,MAT-0160,0
1641,2024/05/31,CHINA-WAREHOUSE,MAT-0161,99000
1642,2024/05/31,CHINA-WAREHOUSE,MAT-0162,24750
1643,2024/05/31,CHINA-WAREHOUSE,MAT-0163,428150
1644,2024/05/31,CHINA-WAREHOUSE,MAT-0164,61875
1645,2024/05/31,CHINA-WAREHOUSE,MAT-0165,24750
1646,2024/05/31,CHINA-WAREHOUSE,MAT-0166,256050
1647,2024/05/31,CHINA-WAREHOUSE,MAT-0174,64875
1648,2024/05/31,CHINA-WAREHOUSE,MAT-0175,58850
1649,2024/05/31,CHINA-WAREHOUSE,MAT-0176,178125
1650,2024/05/31,CHINA-WAREHOUSE,MAT-0177,2450
1651,2024/05/31,CHINA-WAREHOUSE,MAT-0178,102100
1652,2024/05/31,CHINA-WAREHOUSE,MAT-0179,21525
1653,2024/05/31,CHINA-WAREHOUSE,MAT-0180,38025
1654,2024/05/31,CHINA-WAREHOUSE,MAT-0188,228250
1655,2024/05/31,CHINA-WAREHOUSE,MAT-0193,180200
1656,2024/05/31,CHINA-WAREHOUSE,MAT-0195,606325
1657,2024/05/31,CHINA-WAREHOUSE,MAT-0196,257150
1658,2024/05/31,CHINA-WAREHOUSE,MAT-0197,68000
1659,2024/05/31,CHINA-WAREHOUSE,MAT-0198,317350
1660,2024/05/31,CHINA-WAREHOUSE,MAT-0199,14525
1661,2024/05/31,CHINA-WAREHOUSE,MAT-0201,418350
1662,2024/05/31,CHINA-WAREHOUSE,MAT-0202,177125
1663,2024/05/31,CHINA-WAREHOUSE,MAT-0204,10200
1664,2024/05/31,CHINA-WAREHOUSE,MAT-0206,146300
1665,2024/05/31,CHINA-WAREHOUSE,MAT-0207,59300
1666,2024/05/31,CHINA-WAREHOUSE,MAT-0214,5000
1667,2024/05/31,CHINA-WAREHOUSE,MAT-0215,7700
1668,2024/05/31,CHINA-WAREHOUSE,MAT-0216,0
1669,2024/05/31,CHINA-WAREHOUSE,MAT-0217,153275
